PERMNO,date,TICKER,PRC
91233,20070427,MA,114.10000
91233,20070430,MA,111.68000
91233,20070501,MA,114.85000
91233,20070502,MA,126.35000
91233,20070503,MA,134.82001
91233,20070504,MA,134.66000
91233,20070507,MA,134.11000
91233,20070508,MA,137.05000
91233,20070509,MA,139.55000
91233,20070510,MA,138.82001
91233,20070511,MA,138.83000
91233,20070514,MA,135.35001
91233,20070515,MA,135.44000
91233,20070516,MA,136.19000
91233,20070517,MA,136.09000
91233,20070518,MA,138.05000
91233,20070521,MA,139.50999
91233,20070522,MA,138.73000
91233,20070523,MA,140.13000
91233,20070524,MA,138.98000
91233,20070525,MA,139.07001
91233,20070529,MA,144.06000
91233,20070530,MA,147.13000
91233,20070531,MA,149.55000
91233,20070601,MA,151.10001
91233,20070604,MA,151.25000
91233,20070605,MA,149.20000
91233,20070606,MA,147.02000
91233,20070607,MA,139.41000
91233,20070608,MA,143.58000
91233,20070611,MA,141.60001
91233,20070612,MA,145.31000
91233,20070613,MA,150.30000
91233,20070614,MA,150.28999
91233,20070615,MA,157.64999
91233,20070618,MA,164.62000
91233,20070619,MA,165.27000
91233,20070620,MA,163.46001
91233,20070621,MA,164.69000
91233,20070622,MA,168.42999
91233,20070625,MA,161.95000
91233,20070626,MA,161.82001
91233,20070627,MA,163.03000
91233,20070628,MA,164.78000
91233,20070629,MA,165.87000
91233,20070702,MA,166.17999
91233,20070703,MA,162.21001
91233,20070705,MA,161.71001
91233,20070706,MA,161.89999
91233,20070709,MA,161.22000
91233,20070710,MA,158.35001
91233,20070711,MA,156.35001
91233,20070712,MA,167.87000
91233,20070713,MA,169.21001
91233,20070716,MA,169.71001
91233,20070717,MA,169.24001
91233,20070718,MA,168.83000
91233,20070719,MA,167.42999
91233,20070720,MA,165.28000
91233,20070723,MA,167.60001
91233,20070724,MA,158.77000
91233,20070725,MA,161.10001
91233,20070726,MA,158.72000
91233,20070727,MA,154.03000
91233,20070730,MA,164.59000
91233,20070731,MA,160.80000
91233,20070801,MA,150.00000
91233,20070802,MA,142.62000
91233,20070803,MA,131.25999
91233,20070806,MA,137.62000
91233,20070807,MA,144.27000
91233,20070808,MA,148.02000
91233,20070809,MA,141.28000
91233,20070810,MA,138.39999
91233,20070813,MA,136.59000
91233,20070814,MA,133.52000
91233,20070815,MA,129.03999
91233,20070816,MA,130.00000
91233,20070817,MA,137.00000
91233,20070820,MA,137.89999
91233,20070821,MA,140.16000
91233,20070822,MA,144.82001
91233,20070823,MA,142.28999
91233,20070824,MA,139.83000
91233,20070827,MA,138.25000
91233,20070828,MA,132.12000
91233,20070829,MA,133.42000
91233,20070830,MA,132.47000
91233,20070831,MA,136.99001
91233,20070904,MA,138.24001
91233,20070905,MA,135.56000
91233,20070906,MA,134.77000
91233,20070907,MA,130.21001
91233,20070910,MA,129.71001
91233,20070911,MA,132.17000
91233,20070912,MA,136.83000
91233,20070913,MA,139.50000
91233,20070914,MA,137.85001
91233,20070917,MA,136.72000
91233,20070918,MA,145.81000
91233,20070919,MA,149.50000
91233,20070920,MA,149.50999
91233,20070921,MA,146.56000
91233,20070924,MA,142.25999
91233,20070925,MA,142.99001
91233,20070926,MA,142.85001
91233,20070927,MA,148.00000
91233,20070928,MA,147.97000
91233,20071001,MA,153.37000
91233,20071002,MA,152.98000
91233,20071003,MA,156.94000
91233,20071004,MA,161.55000
91233,20071005,MA,162.46001
91233,20071008,MA,162.36000
91233,20071009,MA,162.69000
91233,20071010,MA,164.82001
91233,20071011,MA,161.84000
91233,20071012,MA,163.21001
91233,20071015,MA,157.91000
91233,20071016,MA,155.60001
91233,20071017,MA,154.61000
91233,20071018,MA,153.72000
91233,20071019,MA,151.60001
91233,20071022,MA,146.59000
91233,20071023,MA,148.33000
91233,20071024,MA,147.30000
91233,20071025,MA,151.38000
91233,20071026,MA,157.03000
91233,20071029,MA,157.35001
91233,20071030,MA,157.14999
91233,20071031,MA,189.91000
91233,20071101,MA,189.47501
91233,20071102,MA,190.03999
91233,20071105,MA,185.92999
91233,20071106,MA,199.39999
91233,20071107,MA,199.48000
91233,20071108,MA,191.44000
91233,20071109,MA,193.00000
91233,20071112,MA,181.88000
91233,20071113,MA,188.81000
91233,20071114,MA,186.77000
91233,20071115,MA,184.88000
91233,20071116,MA,184.87000
91233,20071119,MA,181.89999
91233,20071120,MA,182.12000
91233,20071121,MA,180.92000
91233,20071123,MA,181.10001
91233,20071126,MA,181.21001
91233,20071127,MA,183.86000
91233,20071128,MA,195.60001
91233,20071129,MA,197.74001
91233,20071130,MA,200.64999
91233,20071203,MA,201.88000
91233,20071204,MA,195.78999
91233,20071205,MA,200.07001
91233,20071206,MA,206.02000
91233,20071207,MA,209.60001
91233,20071210,MA,215.46001
91233,20071211,MA,217.50000
91233,20071212,MA,213.89999
91233,20071213,MA,223.20000
91233,20071214,MA,216.56000
91233,20071217,MA,204.92999
91233,20071218,MA,201.77000
91233,20071219,MA,212.34000
91233,20071220,MA,206.75000
91233,20071221,MA,212.35001
91233,20071224,MA,212.12000
91233,20071226,MA,209.48000
91233,20071227,MA,210.03000
91233,20071228,MA,210.00000
91233,20071231,MA,215.20000
91233,20080102,MA,214.67999
91233,20080103,MA,212.12000
91233,20080104,MA,201.19000
91233,20080107,MA,200.50999
91233,20080108,MA,198.00000
91233,20080109,MA,196.58000
91233,20080110,MA,195.99001
91233,20080111,MA,179.17000
91233,20080114,MA,178.22000
91233,20080115,MA,175.00000
91233,20080116,MA,175.53000
91233,20080117,MA,176.88000
91233,20080118,MA,174.62000
91233,20080122,MA,182.17000
91233,20080123,MA,192.59000
91233,20080124,MA,191.78000
91233,20080125,MA,193.42999
91233,20080128,MA,189.00000
91233,20080129,MA,191.46001
91233,20080130,MA,189.00000
91233,20080131,MA,207.00000
91233,20080201,MA,215.42000
91233,20080204,MA,216.00000
91233,20080205,MA,206.78000
91233,20080206,MA,204.95000
91233,20080207,MA,200.88000
91233,20080208,MA,205.61000
91233,20080211,MA,206.11000
91233,20080212,MA,204.00000
91233,20080213,MA,204.75999
91233,20080214,MA,202.23000
91233,20080215,MA,206.00000
91233,20080219,MA,204.20000
91233,20080220,MA,208.22000
91233,20080221,MA,204.48000
91233,20080222,MA,203.48000
91233,20080225,MA,198.45000
91233,20080226,MA,195.88000
91233,20080227,MA,191.19000
91233,20080228,MA,194.70000
91233,20080229,MA,190.00000
91233,20080303,MA,188.56000
91233,20080304,MA,192.47000
91233,20080305,MA,191.00000
91233,20080306,MA,189.99001
91233,20080307,MA,192.50999
91233,20080310,MA,191.50000
91233,20080311,MA,195.84000
91233,20080312,MA,203.89999
91233,20080313,MA,209.72000
91233,20080314,MA,208.64999
91233,20080317,MA,201.52000
91233,20080318,MA,210.25000
91233,20080319,MA,208.39000
91233,20080320,MA,220.38000
91233,20080324,MA,216.50000
91233,20080325,MA,224.98000
91233,20080326,MA,222.85001
91233,20080327,MA,220.70000
91233,20080328,MA,217.60001
91233,20080331,MA,222.99001
91233,20080401,MA,229.60001
91233,20080402,MA,223.75000
91233,20080403,MA,231.25000
91233,20080404,MA,226.57001
91233,20080407,MA,226.25000
91233,20080408,MA,231.47000
91233,20080409,MA,228.75000
91233,20080410,MA,228.92000
91233,20080411,MA,228.60001
91233,20080414,MA,227.10001
91233,20080415,MA,224.67999
91233,20080416,MA,230.47000
91233,20080417,MA,230.50000
91233,20080418,MA,233.71001
91233,20080421,MA,236.00000
91233,20080422,MA,234.62000
91233,20080423,MA,233.94000
91233,20080424,MA,239.55000
91233,20080425,MA,237.39000
91233,20080428,MA,242.50000
91233,20080429,MA,273.98001
91233,20080430,MA,278.16000
91233,20080501,MA,293.94000
91233,20080502,MA,285.04001
91233,20080505,MA,290.79999
91233,20080506,MA,296.01999
91233,20080507,MA,291.01001
91233,20080508,MA,293.41000
91233,20080509,MA,286.85001
91233,20080512,MA,290.26001
91233,20080513,MA,288.79999
91233,20080514,MA,286.45999
91233,20080515,MA,286.76999
91233,20080516,MA,283.39999
91233,20080519,MA,280.00000
91233,20080520,MA,277.64999
91233,20080521,MA,278.64999
91233,20080522,MA,275.89999
91233,20080523,MA,273.22000
91233,20080527,MA,278.76001
91233,20080528,MA,286.89001
91233,20080529,MA,309.00000
91233,20080530,MA,308.64999
91233,20080602,MA,320.00000
91233,20080603,MA,307.39999
91233,20080604,MA,297.39999
91233,20080605,MA,306.16000
91233,20080606,MA,295.73001
91233,20080609,MA,291.39999
91233,20080610,MA,286.04999
91233,20080611,MA,279.20999
91233,20080612,MA,284.39999
91233,20080613,MA,292.45999
91233,20080616,MA,294.47000
91233,20080617,MA,292.20999
91233,20080618,MA,293.09000
91233,20080619,MA,292.60001
91233,20080620,MA,284.01001
91233,20080623,MA,282.51999
91233,20080624,MA,280.37000
91233,20080625,MA,289.79001
91233,20080626,MA,275.73001
91233,20080627,MA,271.72000
91233,20080630,MA,265.51999
91233,20080701,MA,263.35001
91233,20080702,MA,255.49001
91233,20080703,MA,253.74001
91233,20080707,MA,246.10001
91233,20080708,MA,264.25000
91233,20080709,MA,251.25000
91233,20080710,MA,253.20000
91233,20080711,MA,257.35001
91233,20080714,MA,257.50000
91233,20080715,MA,250.37000
91233,20080716,MA,271.20001
91233,20080717,MA,286.00000
91233,20080718,MA,280.85999
91233,20080721,MA,267.89999
91233,20080722,MA,273.85001
91233,20080723,MA,271.00000
91233,20080724,MA,258.48001
91233,20080725,MA,263.54999
91233,20080728,MA,253.70000
91233,20080729,MA,262.10001
91233,20080730,MA,270.73001
91233,20080731,MA,244.14999
91233,20080801,MA,237.27000
91233,20080804,MA,230.92000
91233,20080805,MA,237.11000
91233,20080806,MA,232.00000
91233,20080807,MA,225.00000
91233,20080808,MA,232.13000
91233,20080811,MA,235.14999
91233,20080812,MA,230.92000
91233,20080813,MA,233.50000
91233,20080814,MA,235.88000
91233,20080815,MA,238.95000
91233,20080818,MA,237.91000
91233,20080819,MA,238.57001
91233,20080820,MA,243.32001
91233,20080821,MA,241.25999
91233,20080822,MA,241.64000
91233,20080825,MA,234.20000
91233,20080826,MA,236.75000
91233,20080827,MA,236.97000
91233,20080828,MA,242.48000
91233,20080829,MA,242.55000
91233,20080902,MA,239.20000
91233,20080903,MA,229.63000
91233,20080904,MA,216.03000
91233,20080905,MA,221.44000
91233,20080908,MA,219.41000
91233,20080909,MA,206.70000
91233,20080910,MA,213.32001
91233,20080911,MA,225.60001
91233,20080912,MA,223.82001
91233,20080915,MA,211.77000
91233,20080916,MA,214.81000
91233,20080917,MA,196.00000
91233,20080918,MA,208.53000
91233,20080919,MA,225.17999
91233,20080922,MA,202.38000
91233,20080923,MA,198.00000
91233,20080924,MA,194.35001
91233,20080925,MA,190.36000
91233,20080926,MA,185.07001
91233,20080929,MA,168.03000
91233,20080930,MA,177.33000
91233,20081001,MA,171.34000
91233,20081002,MA,160.13000
91233,20081003,MA,160.20000
91233,20081006,MA,167.41000
91233,20081007,MA,158.70000
91233,20081008,MA,163.53999
91233,20081009,MA,155.70000
91233,20081010,MA,151.71001
91233,20081013,MA,173.60001
91233,20081014,MA,174.07001
91233,20081015,MA,153.55000
91233,20081016,MA,156.67999
91233,20081017,MA,156.75000
91233,20081020,MA,150.14000
91233,20081021,MA,149.78000
91233,20081022,MA,140.92999
91233,20081023,MA,136.00000
91233,20081024,MA,130.62000
91233,20081027,MA,126.35000
91233,20081028,MA,136.00999
91233,20081029,MA,135.73000
91233,20081030,MA,140.06000
91233,20081031,MA,147.82001
91233,20081103,MA,143.89000
91233,20081104,MA,170.24001
91233,20081105,MA,155.87000
91233,20081106,MA,143.30000
91233,20081107,MA,147.73000
91233,20081110,MA,142.85001
91233,20081111,MA,141.50000
91233,20081112,MA,136.47000
91233,20081113,MA,146.99001
91233,20081114,MA,143.67999
91233,20081117,MA,135.74001
91233,20081118,MA,141.39999
91233,20081119,MA,129.53999
91233,20081120,MA,121.09000
91233,20081121,MA,126.54000
91233,20081124,MA,131.47000
91233,20081125,MA,139.06000
91233,20081126,MA,145.56000
91233,20081128,MA,145.30000
91233,20081201,MA,130.99001
91233,20081202,MA,133.97000
91233,20081203,MA,137.94000
91233,20081204,MA,133.27000
91233,20081205,MA,140.12000
91233,20081208,MA,147.30000
91233,20081209,MA,143.21001
91233,20081210,MA,145.00000
91233,20081211,MA,138.36000
91233,20081212,MA,138.81000
91233,20081215,MA,139.28999
91233,20081216,MA,148.10001
91233,20081217,MA,148.67999
91233,20081218,MA,148.81000
91233,20081219,MA,152.34000
91233,20081222,MA,145.20000
91233,20081223,MA,141.62000
91233,20081224,MA,142.23000
91233,20081226,MA,140.92999
91233,20081229,MA,139.34000
91233,20081230,MA,139.09000
91233,20081231,MA,142.92999
91233,20090102,MA,149.78000
91233,20090105,MA,153.25999
91233,20090106,MA,162.02000
91233,20090107,MA,152.07001
91233,20090108,MA,152.78000
91233,20090109,MA,150.03999
91233,20090112,MA,148.03999
91233,20090113,MA,150.44000
91233,20090114,MA,145.30000
91233,20090115,MA,130.30000
91233,20090116,MA,128.22000
91233,20090120,MA,119.18000
91233,20090121,MA,132.10001
91233,20090122,MA,128.85001
91233,20090123,MA,125.45000
91233,20090126,MA,123.12000
91233,20090127,MA,126.76000
91233,20090128,MA,133.66000
91233,20090129,MA,129.09000
91233,20090130,MA,135.78000
91233,20090202,MA,136.98000
91233,20090203,MA,139.70000
91233,20090204,MA,140.14999
91233,20090205,MA,159.84000
91233,20090206,MA,162.50000
91233,20090209,MA,162.02000
91233,20090210,MA,157.97000
91233,20090211,MA,163.98000
91233,20090212,MA,161.80000
91233,20090213,MA,161.89999
91233,20090217,MA,155.09000
91233,20090218,MA,159.03999
91233,20090219,MA,154.55000
91233,20090220,MA,158.00999
91233,20090223,MA,152.58000
91233,20090224,MA,161.27000
91233,20090225,MA,162.57001
91233,20090226,MA,155.70000
91233,20090227,MA,158.03000
91233,20090302,MA,150.63000
91233,20090303,MA,151.00999
91233,20090304,MA,150.48000
91233,20090305,MA,146.92000
91233,20090306,MA,142.44000
91233,20090309,MA,142.44000
91233,20090310,MA,148.48000
91233,20090311,MA,147.84000
91233,20090312,MA,157.07001
91233,20090313,MA,158.31000
91233,20090316,MA,153.69000
91233,20090317,MA,162.38000
91233,20090318,MA,159.75000
91233,20090319,MA,154.10001
91233,20090320,MA,155.53000
91233,20090323,MA,162.89000
91233,20090324,MA,162.88000
91233,20090325,MA,164.53000
91233,20090326,MA,169.88000
91233,20090327,MA,167.47000
91233,20090330,MA,163.05000
91233,20090331,MA,167.48000
91233,20090401,MA,160.08000
91233,20090402,MA,165.66000
91233,20090403,MA,174.05000
91233,20090406,MA,171.53000
91233,20090407,MA,165.75999
91233,20090408,MA,167.33000
91233,20090409,MA,172.46001
91233,20090413,MA,176.06000
91233,20090414,MA,166.10001
91233,20090415,MA,165.46001
91233,20090416,MA,161.70000
91233,20090417,MA,163.06000
91233,20090420,MA,151.85001
91233,20090421,MA,164.37000
91233,20090422,MA,160.77000
91233,20090423,MA,165.25000
91233,20090424,MA,173.09000
91233,20090427,MA,165.55000
91233,20090428,MA,167.53999
91233,20090429,MA,178.21001
91233,20090430,MA,183.45000
91233,20090501,MA,172.89999
91233,20090504,MA,178.99001
91233,20090505,MA,183.41000
91233,20090506,MA,183.42999
91233,20090507,MA,180.78000
91233,20090508,MA,185.08000
91233,20090511,MA,180.98000
91233,20090512,MA,178.20000
91233,20090513,MA,170.75999
91233,20090514,MA,173.35001
91233,20090515,MA,173.13000
91233,20090518,MA,173.39999
91233,20090519,MA,166.73000
91233,20090520,MA,169.63000
91233,20090521,MA,171.69000
91233,20090522,MA,168.36000
91233,20090526,MA,168.61000
91233,20090527,MA,167.38000
91233,20090528,MA,172.11000
91233,20090529,MA,176.33000
91233,20090601,MA,173.73000
91233,20090602,MA,168.39000
91233,20090603,MA,167.50999
91233,20090604,MA,168.39999
91233,20090605,MA,167.67999
91233,20090608,MA,165.97000
91233,20090609,MA,168.17999
91233,20090610,MA,173.60001
91233,20090611,MA,169.95000
91233,20090612,MA,167.06000
91233,20090615,MA,166.47000
91233,20090616,MA,163.56000
91233,20090617,MA,164.25999
91233,20090618,MA,163.39000
91233,20090619,MA,161.35001
91233,20090622,MA,156.78000
91233,20090623,MA,160.13000
91233,20090624,MA,161.06000
91233,20090625,MA,164.28000
91233,20090626,MA,168.91000
91233,20090629,MA,168.14999
91233,20090630,MA,167.31000
91233,20090701,MA,165.84000
91233,20090702,MA,166.28000
91233,20090706,MA,166.81000
91233,20090707,MA,161.00000
91233,20090708,MA,160.70000
91233,20090709,MA,162.80000
91233,20090710,MA,160.56000
91233,20090713,MA,165.52000
91233,20090714,MA,165.92999
91233,20090715,MA,172.37000
91233,20090716,MA,178.27000
91233,20090717,MA,179.84000
91233,20090720,MA,181.42000
91233,20090721,MA,180.94000
91233,20090722,MA,181.48000
91233,20090723,MA,185.87000
91233,20090724,MA,185.47000
91233,20090727,MA,189.13000
91233,20090728,MA,186.94000
91233,20090729,MA,188.55000
91233,20090730,MA,194.11000
91233,20090731,MA,194.03000
91233,20090803,MA,200.66000
91233,20090804,MA,203.10001
91233,20090805,MA,202.98000
91233,20090806,MA,201.48000
91233,20090807,MA,204.34000
91233,20090810,MA,202.34000
91233,20090811,MA,202.69000
91233,20090812,MA,204.32001
91233,20090813,MA,203.97000
91233,20090814,MA,202.61000
91233,20090817,MA,195.94000
91233,20090818,MA,198.17000
91233,20090819,MA,197.30000
91233,20090820,MA,203.02000
91233,20090821,MA,207.25000
91233,20090824,MA,204.23000
91233,20090825,MA,208.92999
91233,20090826,MA,206.69000
91233,20090827,MA,206.60001
91233,20090828,MA,203.57001
91233,20090831,MA,202.63000
91233,20090901,MA,200.67000
91233,20090902,MA,200.45000
91233,20090903,MA,203.39999
91233,20090904,MA,206.05000
91233,20090908,MA,207.45000
91233,20090909,MA,210.31000
91233,20090910,MA,211.60001
91233,20090911,MA,208.81000
91233,20090914,MA,207.99001
91233,20090915,MA,214.03000
91233,20090916,MA,219.75999
91233,20090917,MA,220.20000
91233,20090918,MA,223.57001
91233,20090921,MA,222.62000
91233,20090922,MA,224.58000
91233,20090923,MA,219.39000
91233,20090924,MA,214.94000
91233,20090925,MA,204.70000
91233,20090928,MA,208.14000
91233,20090929,MA,206.74001
91233,20090930,MA,202.14999
91233,20091001,MA,199.41000
91233,20091002,MA,199.69000
91233,20091005,MA,200.53000
91233,20091006,MA,200.75000
91233,20091007,MA,210.89999
91233,20091008,MA,210.96001
91233,20091009,MA,214.42000
91233,20091012,MA,216.00000
91233,20091013,MA,217.36000
91233,20091014,MA,219.48000
91233,20091015,MA,225.36000
91233,20091016,MA,223.87000
91233,20091019,MA,225.60001
91233,20091020,MA,225.00000
91233,20091021,MA,225.67000
91233,20091022,MA,229.28000
91233,20091023,MA,229.96001
91233,20091026,MA,220.75000
91233,20091027,MA,220.55000
91233,20091028,MA,220.50000
91233,20091029,MA,227.92000
91233,20091030,MA,219.02000
91233,20091102,MA,222.64999
91233,20091103,MA,219.20000
91233,20091104,MA,224.98000
91233,20091105,MA,230.25000
91233,20091106,MA,236.89999
91233,20091109,MA,242.19000
91233,20091110,MA,238.67000
91233,20091111,MA,237.89999
91233,20091112,MA,236.89000
91233,20091113,MA,234.72000
91233,20091116,MA,230.80000
91233,20091117,MA,231.00000
91233,20091118,MA,227.28000
91233,20091119,MA,230.09000
91233,20091120,MA,231.16000
91233,20091123,MA,236.19000
91233,20091124,MA,237.64999
91233,20091125,MA,239.84000
91233,20091127,MA,235.59000
91233,20091130,MA,240.86000
91233,20091201,MA,242.99001
91233,20091202,MA,242.42000
91233,20091203,MA,236.16000
91233,20091204,MA,241.33000
91233,20091207,MA,238.94000
91233,20091208,MA,238.61000
91233,20091209,MA,242.94000
91233,20091210,MA,244.12000
91233,20091211,MA,243.94000
91233,20091214,MA,247.48000
91233,20091215,MA,245.55000
91233,20091216,MA,246.39999
91233,20091217,MA,247.75000
91233,20091218,MA,254.84000
91233,20091221,MA,255.36000
91233,20091222,MA,255.62000
91233,20091223,MA,255.32001
91233,20091224,MA,255.42000
91233,20091228,MA,256.98001
91233,20091229,MA,258.35999
91233,20091230,MA,257.98001
91233,20091231,MA,255.98000
91233,20100104,MA,256.84000
91233,20100105,MA,256.07999
91233,20100106,MA,255.56000
91233,20100107,MA,253.89000
91233,20100108,MA,253.98000
91233,20100111,MA,249.80000
91233,20100112,MA,249.66000
91233,20100113,MA,256.14999
91233,20100114,MA,260.48001
91233,20100115,MA,262.64999
91233,20100119,MA,264.75000
91233,20100120,MA,263.39001
91233,20100121,MA,258.51001
91233,20100122,MA,251.81000
91233,20100125,MA,252.45000
91233,20100126,MA,248.61000
91233,20100127,MA,256.32999
91233,20100128,MA,249.45000
91233,20100129,MA,249.89999
91233,20100201,MA,253.42000
91233,20100202,MA,252.56000
91233,20100203,MA,247.58000
91233,20100204,MA,222.11000
91233,20100205,MA,220.74001
91233,20100208,MA,226.39999
91233,20100209,MA,223.45000
91233,20100210,MA,226.89999
91233,20100211,MA,229.00000
91233,20100212,MA,225.48000
91233,20100216,MA,225.30000
91233,20100217,MA,224.83000
91233,20100218,MA,222.00000
91233,20100219,MA,222.63000
91233,20100222,MA,224.24001
91233,20100223,MA,222.02000
91233,20100224,MA,221.75000
91233,20100225,MA,221.49001
91233,20100226,MA,224.37000
91233,20100301,MA,232.74001
91233,20100302,MA,231.81000
91233,20100303,MA,232.14999
91233,20100304,MA,233.00000
91233,20100305,MA,239.53999
91233,20100308,MA,245.61000
91233,20100309,MA,246.48000
91233,20100310,MA,249.60001
91233,20100311,MA,250.19000
91233,20100312,MA,249.97000
91233,20100315,MA,250.08000
